batter,season,overall_key_count,home_key_count,away_key_count,batter_surname
Dinesh Karthik ,2009,1.0,1.0,0.0,Karthik
Dinesh Karthik ,2020,1.0,1.0,0.0,Karthik
Dwaraka Ravi Teja ,2008,1.0,1.0,0.0,RaviTeja
Dwaraka Ravi Teja ,2011,1.0,1.0,0.0,RaviTeja
Dwayne Bravo ,2022,1.0,1.0,0.0,Bravo
Dwayne Smith ,2017,1.0,1.0,0.0,Smith
Evin Lewis ,2022,1.0,1.0,0.0,Lewis
Glenn Maxwell ,2013,1.0,1.0,0.0,Maxwell
Glenn Maxwell ,2015,1.0,1.0,0.0,Maxwell
Glenn Maxwell ,2020,1.0,1.0,0.0,Maxwell
Gurkeerat Singh Mann ,2019,1.0,1.0,0.0,SinghMann
Hanuma Vihari ,2013,1.0,1.0,0.0,Vihari
Harbhajan Singh ,2013,1.0,1.0,0.0,Singh
Hardik Pandya ,2019,1.0,1.0,0.0,Pandya
Hashim Amla ,2017,1.0,1.0,0.0,Amla
Herschelle Gibbs ,2009,1.0,1.0,0.0,Gibbs
Ishan Kishan ,2016,1.0,1.0,0.0,Kishan
Ishan Kishan ,2017,1.0,1.0,0.0,Kishan
Ishan Kishan ,2019,1.0,1.0,0.0,Kishan
Ishan Kishan ,2022,1.0,1.0,0.0,Kishan
Jacob Oram ,2009,1.0,1.0,0.0,Oram
Jagadeesha Suchith ,2015,1.0,1.0,0.0,Suchith
James Hopes ,2008,1.0,1.0,0.0,Hopes
Jason Roy ,2021,1.0,1.0,0.0,Roy
Jasprit Bumrah ,2017,1.0,1.0,0.0,Bumrah
Joe Root ,2023,1.0,1.0,0.0,Root
Jonny Bairstow ,2022,1.0,1.0,0.0,Bairstow
Jos Buttler ,2017,1.0,1.0,0.0,Buttler
Jos Buttler ,2020,1.0,1.0,0.0,Buttler
Kane Richardson ,2013,1.0,1.0,0.0,Richardson
Karn Sharma ,2013,1.0,1.0,0.0,Sharma
Karun Nair ,2015,1.0,1.0,0.0,Nair
Kedar Jadhav ,2020,1.0,1.0,0.0,Jadhav
Kieron Pollard ,2010,1.0,1.0,0.0,Pollard
Kieron Pollard ,2014,1.0,1.0,0.0,Pollard
Kieron Pollard ,2021,1.0,1.0,0.0,Pollard
Kieron Pollard ,2022,1.0,1.0,0.0,Pollard
Krunal Pandya ,2021,1.0,1.0,0.0,Pandya
Krunal Pandya ,2023,1.0,1.0,0.0,Pandya
Lockie Ferguson ,2020,1.0,1.0,0.0,Ferguson
Luke Pomersbach ,2011,1.0,1.0,0.0,Pomersbach
MS Dhoni ,2023,1.0,1.0,0.0,Dhoni
Mandeep Singh ,2018,1.0,1.0,0.0,Singh
Manish Pandey ,2021,1.0,1.0,0.0,Pandey
Manoj Tiwary ,2008,1.0,1.0,0.0,Tiwary
Manvinder  Bisla ,2011,1.0,1.0,0.0,Bisla
Martin Guptill ,2016,1.0,1.0,0.0,Guptill
Matthew Hayden ,2010,1.0,1.0,0.0,Hayden
Mayank Agarwal ,2013,1.0,1.0,0.0,Agarwal
Mayank Agarwal ,2022,1.0,1.0,0.0,Agarwal
Mayank Agarwal ,2023,1.0,1.0,0.0,Agarwal
Misbah-ul-Haq ,2008,1.0,1.0,0.0,
Mitchell Santner ,2019,1.0,1.0,0.0,Santner
Moeen Ali ,2018,1.0,1.0,0.0,Ali
Mohnish  Mishra ,2010,1.0,1.0,0.0,Mishra
Morne van Wyk ,2009,1.0,1.0,0.0,vanWyk
Murali Kartik ,2010,1.0,1.0,0.0,Kartik
Murali Vijay ,2014,1.0,1.0,0.0,Vijay
Naman Ojha ,2010,1.0,1.0,0.0,Ojha
Naman Ojha ,2015,1.0,1.0,0.0,Ojha
Naman Ojha ,2016,1.0,1.0,0.0,Ojha
Naman Ojha ,2017,1.0,1.0,0.0,Ojha
Narayan Jagadeesan ,2020,1.0,1.0,0.0,Jagadeesan
Narayan Jagadeesan ,2022,1.0,1.0,0.0,Jagadeesan
Nitish Rana ,2016,1.0,1.0,0.0,Rana
Nitish Rana ,2018,1.0,1.0,0.0,Rana
Paul Collingwood ,2010,1.0,1.0,0.0,Collingwood
Pawan Negi ,2015,1.0,1.0,0.0,Negi
Prithvi Shaw ,2018,1.0,1.0,0.0,Shaw
Quinton de Kock ,2015,1.0,1.0,0.0,deKock
Rahmanullah Gurbaz ,2023,1.0,1.0,0.0,Gurbaz
Rahul Tewatia ,2018,1.0,1.0,0.0,Tewatia
Rahul Tewatia ,2022,1.0,1.0,0.0,Tewatia
Rahul Tripathi ,2020,1.0,1.0,0.0,Tripathi
Rajagopal Sathish ,2013,1.0,1.0,0.0,Sathish
Rajat Bhatia ,2014,1.0,1.0,0.0,Bhatia
Rajat Bhatia ,2017,1.0,1.0,0.0,Bhatia
Rashid Khan ,2022,1.0,1.0,0.0,Khan
Rishi Dhawan ,2015,1.0,1.0,0.0,Dhawan
Riyan Parag ,2019,1.0,1.0,0.0,Parag
Robin Uthappa ,2009,1.0,1.0,0.0,Uthappa
Robin Uthappa ,2012,1.0,1.0,0.0,Uthappa
Robin Uthappa ,2017,1.0,1.0,0.0,Uthappa
Rohit Sharma ,2008,1.0,1.0,0.0,Sharma
Romario Shepherd ,2022,1.0,1.0,0.0,Shepherd
Ross Taylor ,2014,1.0,1.0,0.0,Taylor
S Badrinath ,2009,1.0,1.0,0.0,Badrinath
S Badrinath ,2012,1.0,1.0,0.0,Badrinath
S Badrinath ,2013,1.0,1.0,0.0,Badrinath
Sachin Baby ,2016,1.0,1.0,0.0,Baby
Sachin Tendulkar ,2010,1.0,1.0,0.0,Tendulkar
Sam Billings ,2016,1.0,1.0,0.0,Billings
Sanju Samson ,2019,1.0,1.0,0.0,Samson
Sanju Samson ,2021,1.0,1.0,0.0,Samson
Shane Watson ,2017,1.0,1.0,0.0,Watson
Shaun Marsh ,2013,1.0,1.0,0.0,Marsh
Shaun Marsh ,2016,1.0,1.0,0.0,Marsh
Shaun Marsh ,2017,1.0,1.0,0.0,Marsh
Shikhar Dhawan ,2010,1.0,1.0,0.0,Dhawan
Shikhar Dhawan ,2013,1.0,1.0,0.0,Dhawan
Shikhar Dhawan ,2018,1.0,1.0,0.0,Dhawan
Shikhar Dhawan ,2020,1.0,1.0,0.0,Dhawan
Shimron Hetmyer ,2020,1.0,1.0,0.0,Hetmyer
Shreyas Iyer ,2019,1.0,1.0,0.0,Iyer
Shreyas Iyer ,2021,1.0,1.0,0.0,Iyer
Shubman Gill ,2019,1.0,1.0,0.0,Gill
Shubman Gill ,2022,1.0,1.0,0.0,Gill
Steven Smith ,2021,1.0,1.0,0.0,Smith
Stuart Binny ,2018,1.0,1.0,0.0,Binny
Suryakumar Yadav ,2014,1.0,1.0,0.0,Yadav
Suryakumar Yadav ,2015,1.0,1.0,0.0,Yadav
Suryakumar Yadav ,2018,1.0,1.0,0.0,Yadav
Tim Southee ,2016,1.0,1.0,0.0,Southee
Travis Birt ,2011,1.0,1.0,0.0,Birt
Trent Boult ,2023,1.0,1.0,0.0,Boult
Umar Gul ,2008,1.0,1.0,0.0,Gul
VVS Laxman ,2010,1.0,1.0,0.0,Laxman
VVS Laxman ,2011,1.0,1.0,0.0,Laxman
Venkatesh Iyer ,2022,1.0,1.0,0.0,Iyer
Vijay Shankar ,2023,1.0,1.0,0.0,Shankar
Vinay Kumar ,2008,1.0,1.0,0.0,Kumar
Virat Kohli ,2019,1.0,1.0,0.0,Kohli
Virender Sehwag ,2012,1.0,1.0,0.0,Sehwag
Wanindu Hasaranga ,2022,1.0,1.0,0.0,Hasaranga
Washington Sundar ,2020,1.0,1.0,0.0,Sundar
Washington Sundar ,2022,1.0,1.0,0.0,Sundar
Wasim Jaffer ,2008,1.0,1.0,0.0,Jaffer
Wriddhiman Saha ,2014,1.0,1.0,0.0,Saha
Wriddhiman Saha ,2020,1.0,1.0,0.0,Saha
Wriddhiman Saha ,2022,1.0,1.0,0.0,Saha
Yashasvi Jaiswal ,2020,1.0,1.0,0.0,Jaiswal
Yogesh Takawale ,2008,1.0,1.0,0.0,Takawale
Yusuf Pathan ,2012,1.0,1.0,0.0,Pathan
Yuvraj Singh ,2014,1.0,1.0,0.0,Singh
