player_id,national_team_name,national_team_id,full name,born,age,batting style,playing role,2024_neg_batting_clutch_metric,2024_matches_played,2024_pos_batting_clutch_metric,2023_pos_batting_clutch_metric,2023_matches_played,2023_neg_batting_clutch_metric,2022_neg_batting_clutch_metric,2022_matches_played,2022_pos_batting_clutch_metric,2021_neg_batting_clutch_metric,2021_matches_played,2020_neg_batting_clutch_metric,2020_matches_played,2020_pos_batting_clutch_metric,2019_neg_batting_clutch_metric,2019_matches_played,2019_pos_batting_clutch_metric,fielding position,2016_neg_batting_clutch_metric,2016_matches_played,2016_pos_batting_clutch_metric,2015_pos_batting_clutch_metric,2015_matches_played,2015_neg_batting_clutch_metric,2014_neg_batting_clutch_metric,2014_matches_played,2013_neg_batting_clutch_metric,2013_matches_played,2013_pos_batting_clutch_metric,2012_pos_batting_clutch_metric,2012_matches_played,2012_neg_batting_clutch_metric,2011_pos_batting_clutch_metric,2011_matches_played,2011_neg_batting_clutch_metric,bowling style,2021_pos_batting_clutch_metric,2018_pos_batting_clutch_metric,2018_matches_played,2018_neg_batting_clutch_metric,2024_neg_bowling_clutch_metric,2023_neg_bowling_clutch_metric,2022_neg_bowling_clutch_metric,2022_pos_bowling_clutch_metric,2020_neg_bowling_clutch_metric,2020_pos_bowling_clutch_metric,2018_pos_bowling_clutch_metric,2018_neg_bowling_clutch_metric,2017_neg_batting_clutch_metric,2017_matches_played,2017_pos_batting_clutch_metric,2017_pos_bowling_clutch_metric,2024_pos_bowling_clutch_metric,2023_pos_bowling_clutch_metric,2021_neg_bowling_clutch_metric,2021_pos_bowling_clutch_metric,2016_pos_bowling_clutch_metric,2016_neg_bowling_clutch_metric,2015_neg_bowling_clutch_metric,2015_pos_bowling_clutch_metric,2014_pos_batting_clutch_metric,2014_pos_bowling_clutch_metric,2014_neg_bowling_clutch_metric,2013_pos_bowling_clutch_metric,2012_pos_bowling_clutch_metric,2012_neg_bowling_clutch_metric,2011_neg_bowling_clutch_metric,2011_pos_bowling_clutch_metric,2019_pos_bowling_clutch_metric,education,also known as,nicknames,height,2017_neg_bowling_clutch_metric,2019_neg_bowling_clutch_metric,2009_neg_batting_clutch_metric,2009_matches_played,2009_neg_bowling_clutch_metric,2009_pos_bowling_clutch_metric,2010_pos_batting_clutch_metric,2010_matches_played,2013_neg_bowling_clutch_metric,2010_neg_batting_clutch_metric,2010_neg_bowling_clutch_metric,2010_pos_bowling_clutch_metric,2008_pos_batting_clutch_metric,2008_matches_played,2008_pos_bowling_clutch_metric,2008_neg_bowling_clutch_metric,2008_neg_batting_clutch_metric,2009_pos_batting_clutch_metric,2007_neg_batting_clutch_metric,2007_matches_played,2007_neg_bowling_clutch_metric,2007_pos_batting_clutch_metric,2007_pos_bowling_clutch_metric,other,died
391832,west,4,roston lamar chase,"march 22, 1992, barbados",32y 90d,right hand bat,allrounder,,13,380.88592,281.75599,5,,-28.58139731,5,,-43.32941176,5,,,,,,,,,,,,,,,,,,,,,,,,,right arm offbreak,42.18536,,,,-2.211289805,-3.47826087,-3.816839406,,,,,,,,,,2.089958631,0.444044725,-7.618338299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669365,england,1,philip dean salt,"august 28, 1996, bodelwyddan, north wales",27y 297d,right hand bat,wicketkeeper batter,-32.23413244,8,412.83795,150.195093,8,-78.03248914,-61.10687398,12,320.790302,,,,,,,,,wicketkeeper,,,,,,,,,,,,,,,,,,right arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reeds school, surrey",,,,,,,,,,,,,,,,,,,,,,,,,,,,
308967,england,1,joseph charles buttler,"september 08, 1990, taunton, somerset",33y 286d,right hand bat,wicketkeeper batter,-37.58108108,8,307.077261,191.673645,10,-63.04411437,-60.40572475,14,826.443928,-98.90201068,14,-7.04,8,421.913629,,,,wicketkeeper,-49.83789949,10,308.105142,269.56346,3,,-95.66909736,12,-44.47269592,5,149.92365,440.92315,13,-87.39696018,,1,-2.420020167,,415.367592,322.802515,9,-52.54210493,,,,,,,,,-44.35107243,5,102.084,,,,,,,,,,86.894128,,,,,,,,,"king's college, taunton",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8917,england,1,moeen munir ali,"june 18, 1987, birmingham",37y 2d,left hand bat,batting allrounder,-35.99545252,10,226.2905,118.8396,18,-77.87085504,-90.08037024,40,769.862206,-44.06889419,15,-35.84376241,16,518.261572,,,,,-66.69357637,15,136.7065,71.3637,6,,-57.28321986,12,,,,,,,,,,right arm offbreak,335.914268,183.72665,6,-13.62857143,-8.001883575,-30.15302849,-40.16478103,2.724006536,-9.536328321,0.71913345,0.2078569,-5.906832298,-27.78085123,5,,0.570560748,1.082027568,0.955797596,-1.11878453,2.481872017,1.443189724,-9.687133575,,1.187467309,29.85178,0.766656221,-22.19429534,,,,,,,moseley school,,moe,6ft ,-9.930898861,,,,,,,,,,,,,,,,,,,,,,,,
297433,england,1,jonathan marc bairstow,"september 26, 1989, bradford, yorkshire",34y 268d,right hand bat,wicketkeeper batter,-48.48023921,7,397.897638,118.08891,4,-13.38965904,-6.870758428,3,119.27682,-100.2389423,17,-51.82311066,10,549.485667,-7.81,7,491.507689,wicketkeeper,,,,33.49185,1,,,,-3.716645489,2,129.44218,387.11369,10,-76.90608332,17.304192,2,-2.933333333,right arm medium,460.035896,155.656275,4,-30.95772876,,,,,,,,,-22.30471172,3,16.911872,,,,,,,,,,,,,,,,,,,,,bluey,,,,,,,,,,,,,,,,,,,,,,,,,,
461632,england,1,reece james william topley,"february 21, 1994, ipswich, suffolk",30y 120d,right hand bat,bowler,,6,,,4,-6.76,-40.88705882,21,,,,,,,,,,,-5.793333333,5,,,2,,,,,,,,,,,,,left arm fast medium,,,,,,-1.445578231,-29.75592159,4.078032118,,,,,,,,,2.063571444,0.856735126,,,0.140843373,-16.98688804,,0.705399835,,,,,,,,,,,,,6ft 7in,,,,,,,,,,,,,,,,,,,,,,,,,
351588,england,1,mark andrew wood,"january 11, 1990, ashington, northumberland",34y 161d,right hand bat,bowler,,5,,,1,,,7,,-13.425,9,,6,,,1,,,,,,,1,,,,,,,,,,,,,right arm fast,,,4,-16.8648141,-19.9600091,-3.797468354,-5.134959515,2.253521303,-9.267438661,1.226801442,,-5.577604274,,1,,0.812637363,1.884487204,,-17.29312482,1.80874783,,,,0.396430054,,,,,,,,,0.803519062,ashington high school,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669855,england,1,jofra chioke archer,"april 01, 1995, bridgetown, barbados",29y 80d,right hand bat,bowler,,10,192.21405,,4,-5.85,,,,-26.96923077,7,,6,,,1,,,,,,,,,,,,,,,,,,,,right arm fast,,,,,-5.568483287,-7.241483619,,,-8.702040816,1.75990907,,,,,,,3.614967279,,-7.945520984,0.868091168,,,,,,,,,,,,,0.527696793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662973,england,1,samuel matthew curran,"june 03, 1998, northampton",26y 17d,left hand bat,allrounder,,5,,,18,-82.80060423,-54.20097521,30,309.871078,-40.20664277,13,,5,119.34885,-28.02462252,8,202.760292,,,,,,,,,,,,,,,,,,,left arm medium fast,164.0874,,,,,-38.32320863,-43.84173744,6.052913451,,1.079720798,,,,,,,0.991918324,1.142686787,-12.84367815,1.736947411,,,,,,,,,,,,,0.839360833,wellington college,,,,,-5.538348083,,,,,,,,,,,,,,,,,,,,,,,
244497,england,1,adil usman rashid,"february 17, 1988, bradford, yorkshire",36y 124d,right hand bat,bowler,,8,,,16,-19.495,-35.45852354,30,45.66384,-68.175,20,-22.675,14,14.2317,-4.686187447,8,,,-28.03958545,14,0.09352,259.316755,6,,,,,,,,,,,,,legbreak,50.5008,124.73648,13,-28.77166245,-7.125369514,-31.36609299,-47.36912985,4.75171552,-11.10707419,3.272950596,2.815746142,-14.05840851,-12.98333333,5,,,5.086863099,1.654290657,-13.22318518,6.992463972,1.179340316,-10.72213382,,1.187010343,,,,,,,,,2.203441662,,,"dilly, hoover",5ft 8in,-17.38355217,-5.689001264,-19.35502812,7,-32.01208488,0.18954918,,,,,,,,,,,,,,,,,,,
403902,england,1,liam stephen livingstone,"august 04, 1993, barrow-in-furness, cumberland",30y 321d,right hand bat,batting allrounder,-31.5936781,9,241.07078,236.612142,13,-35.1460023,-59.08547771,25,444.085072,-34.72218977,17,,,,,,,,,,,,,,,,,,,,,,,,,"right arm offbreak, legbreak",458.57294,,,,-3.592814371,-14.18016185,-39.27347956,0.923024896,,,,,-22.63341804,2,0.0724,,1.231725125,0.553018903,-9.31715012,2.140991079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379143,south,3,quinton de kock,"december 17, 1992, johannesburg, gauteng",31y 186d,left hand bat,wicketkeeper batter,-49.19115497,10,339.765928,125.0535,3,-62.325,-97.06613872,14,318.012411,-119.3259666,14,-103.5149637,9,193.47956,-29.97322579,3,12.632862,wicketkeeper,-96.38340903,7,125.99679,92.43574,2,,-117.4618491,10,-28.56045697,7,218.959307,44.32539,3,-52.08,,,,,518.465338,283.141296,4,,,,,,,,,,,2,52.3896,,,,,,,,,,95.740906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269280,south,3,reeza raphael hendricks,"august 14, 1989, kimberley, cape province",34y 311d,right hand bat,opening batter,-43.67204541,12,121.648635,234.67177,8,-69.22191483,-13.79202726,7,314.447806,-157.3225168,16,-58.94072088,3,26.0542,-46.66559921,8,205.570989,,,,,38.419875,2,-28.875,-29.04894019,3,,,,,,,,,,right arm offbreak,358.82653,285.799192,5,-34.10523921,-13.30721704,,,,,,,,-55.12,4,111.9569,,,,-7.777777778,,,,,,0.02289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600498,south,3,aiden kyle markram,"october 04, 1994, centurion",29y 260d,right hand bat,opening batter,-18.43196381,11,189.29471,197.838705,14,-59.2100172,-55.86348187,13,415.42691,-107.4713623,24,,,,,2,40.9968,,,,,,,,,,,,,,,,,,,right arm offbreak,485.85972,,,,,-26.87675074,-5.949787987,0.476934046,,,,,,,,,0.980424196,0.49154867,-27.81732331,0.48711301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321777,south,3,david andrew miller,"june 10, 1989, pietermaritzburg, natal",35y 10d,left hand bat,middle order batter,-17.115,7,183.735609,133.94444,5,-40.70339745,-77.82767423,13,537.492416,-82.24775829,15,-44.09351348,6,107.7494,-33.30992859,6,138.31554,,-74.75497508,7,279.095438,96.866568,7,-52.28360522,-78.88626466,9,-27.16256314,6,240.66351,100.29012,2,-18.38139272,41.621608,3,-20.75919322,right arm offbreak,561.791661,262.098564,7,-26.43694333,,,,,,,,,-65.98902521,10,429.04838,,,,,,,,,,195.47464,,,,,,,,,,,,,,,,,,,246.129546,5,,,,,,,,,,,,,,,,,
436757,south,3,heinrich klaasen,"july 30, 1991, pretoria, transvaal",32y 326d,right hand bat,wicketkeeper batter,-18.36767547,7,290.800538,203.73415,5,-40.5425,-33.41523071,9,323.267821,-120.0763504,12,-59.53778563,5,,-11.75,3,77.82624,wicketkeeper,,,,,,,,,,,,,,,,,,right arm offbreak,235.90401,339.562224,6,-30.09803922,,,,,-9.281767956,,,,,,,,,,,,,,,,,,,,,,,,,high school menlopark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595978,south,3,tristan stubbs,14-Aug-00,23y 311d,right hand bat,batter,-23.37795383,7,250.203826,64.97694,4,-29.00003633,-31.71606485,10,379.209785,,,,,,,,,wicketkeeper,,,,,,,,,,,,,,,,,,right arm offbreak,,,,,,,-14.35897436,,,,,,,,,,,,,,,,,,,,,,,,,,,knysna primary school,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696401,south,3,marco jansen,1-May-00,24y 50d,right hand bat,bowling allrounder,,12,144.93996,,4,-3.051266214,-3.024973619,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,left arm medium fast,,,,,-10.42685371,-5.243009321,-6.321292776,,,,,,,,,,1.143541157,0.912150127,,,,,,,,,,,,,,,,laerskool goudkop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550215,south,3,kagiso rabada,"may 25, 1995, johannesburg",29y 26d,left hand bat,bowler,,9,89.573694,,2,,-62.39645632,18,0.04872,-38.93297127,22,-21.81418976,8,,-20.1,4,,,-40.8,9,,,7,-11.86385207,,2,,,,,,,,,,right arm fast,247.039425,0.0588,3,,-3.857715431,-3.488372093,-30.3928211,1.68639361,-30.2495329,0.329509906,0.4888339,,,,,,2.543026002,0.232656514,-52.83276716,2.422223868,1.23979714,-13.78310534,-10.00488818,1.030413832,,0.11978022,-3.234951456,,,,,,0.337461929,,,,,,-10.41488118,,,,,,,,,,,,,,,,,,,,,,,
267724,south,3,keshav athmanand maharaj,"february 07, 1990, durban, natal",34y 134d,right hand bat,bowler,,10,157.265087,,4,-17.61395656,-41.88175462,20,,-11.8,9,,,,,,,,,,,,,,,,,,,,,,,,,slow left arm orthodox,,,,,-4.041416166,-10.82167146,-21.6901468,2.630906083,,,,,,,,,1.788345824,,-20.67090472,1.143378746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481979,south,3,anrich arno nortje,16-Nov-93,30y 217d,right hand bat,bowler,,9,,,3,-35.7,-36.108,16,,-15.84063363,15,-4.642616065,5,,,1,,,,,,,,,,,,,,,,,,,,right arm fast,0.1249,,,,-15.23974846,-4.398294574,-25.95124426,2.970522774,-11.4096621,0.370023419,,,,,,,1.733201314,,-13.63275744,2.640468016,,,,,,,,,,,,,,,,,,,-4.768211921,,,,,,,,,,,,,,,,,,,,,,,
379145,south,3,tabraiz shamsi,"february 18, 1990, johannesburg, gauteng",34y 123d,right hand bat,bowler,,3,,,8,-10.84,-16.75146016,15,,-33.78,26,-8.213333333,11,,-14.1,8,,,,,,,,,,,,,,,,,,,,left arm wrist spin,0.0668,0.0588,9,-17.5,,-16.6604744,-38.98145878,2.955576901,-19.45536011,0.398811786,1.241230235,-6.848168071,,2,,0.153439153,1.458582043,0.742943513,-25.96012898,5.376609503,,,,,,,,,,,,,1.613701446,,,,,-2.127777778,-12.16633168,,,,,,,,,,,,,,,,,,,,,,,
348133,united,11,steven ryan taylor,"november 09, 1993, hialeah, florida",30y 224d,left hand bat,opening batter,-28.5498318,16,267.78607,,,,-15.27287947,7,145.02832,,7,,,,-76.80820217,12,25.876432,,,,,,,,,,,,,,,,,,,right arm offbreak,218.14318,,,,-5.898876404,,-5.709219858,0.131381381,,,,,,,,,2.036608474,,,2.6026224,,,,,,,,,,,,,1.06974359,,,,,,-23.17697069,,,,,,,,,,,,,,,,,,,,,,,
485379,united,11,andries gustav stephanus gous,"november 24, 1993, welkom",30y 209d,right hand bat,wicketkeeper,-34.1297851,10,301.29559,,,,,,,,,,,,,,,wicketkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348129,united,11,nitish roenick kumar,"may 21, 1994, scarborough, ontario",30y 30d,right hand bat,top order batter,-36.95876391,8,227.736968,,,,,,,,,,,,-135.0249153,19,,,,,,,,,,,-9.050815623,2,,,4,-29.14388253,,,,right arm offbreak,,,,,-2.075471698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ronnie, tendulkar",,,-31.91520936,,,,,,,,,,,,,,,,,,,,,,,
957645,united,11,aaron jones,"october 19, 1994, queens, new york",29y 245d,right hand bat,top order batter,-66.84282492,11,303.602714,,,,-19.06233534,9,82.5433,,8,,,,-73.89017208,9,18.842,,,,,,,,,,,,,,,,,,,legbreak googly,200.659014,,,,,,-12.87398629,0.491438871,,,,,,,,,,,,0.884392777,,,,,,,,,,,,,1.191738351,,,,,,-18,,,,,,,,,,,,,,,,,,,,,,,
277662,united,11,corey james anderson,"december 13, 1990, christchurch, canterbury",33y 190d,left hand bat,batting allrounder,-37.52984559,14,227.314772,,,,,,,,,,,,,,,,-65.7062481,16,,,,,-104.4181781,17,-4.725,3,,,4,-8.602232246,,,,left arm medium fast,,,2,-31.94409938,-13.59341894,,,,,,,,-31.6418931,4,,,0.838661881,,,,,-49.79302474,,,,,-51.71777923,,,-10.39324603,,,,,,,,,,,,,,,,-5.94552585,,,,,,,,,,,,,,,,
647771,united,11,shayan jahangir,"december 24, 1994, karachi",29y 179d,right hand bat,batter,-54.97450923,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right arm medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422847,united,11,harmeet singh baddhan,"september 07, 1992, mumbai",31y 287d,left hand bat,bowling allrounder,-27.11282584,16,287.31344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow left arm orthodox,,,,,-4.026821312,,,,,,,,,,,,2.931136321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772471,united,11,jasdeep singh,"february 10, 1993, queens, new york",31y 131d,right hand bat,bowler,-51.43443018,13,11.9727,,,,,,,,,,,,-10.34211904,4,,,,,,,,,,,,,,,,,,,,right arm medium,,,,,-15.34147006,,,,,,,,,,,,1.226017314,,,,,,,,,,,,,,,,,,jessy singh,,,,-12.91347324,,,,,,,,,,,,,,,,,,,,,,,
398513,united,11,saurabh naresh netravalkar,"october 16, 1991, mumbai",32y 248d,right hand bat,bowler,,12,,,,,-17.93884615,8,,-15.38209786,9,,,,-17.83490089,9,,,,,,,,,,,,,,,,,,,,left arm fast medium,87.4874,,,,-6.106613592,,-10.94588572,1.948369598,,,,,,,,,2.099814621,,-3.307692308,4.39394311,,,,,,,,,,,,,0.244537274,,,,,,-29.12722226,,,,,,,,,,,,,,,,,,,,,,,
927119,united,11,muhammad ahsan ali khan,"december 13, 1990, attock, punjab, pakistan",33y 190d,right hand bat,bowler,,7,,,,,,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,right arm fast medium,0.1442,,,,-10.66699891,,,0.227864583,,,,,,,,,0.905803631,,-17.43076923,1.787116358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041679,united,11,nosthusha pradeep kenjige,"march 02, 1991, auburn, alabama",33y 110d,right hand bat,bowler,-11.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow left arm orthodox,,,,,-9.412054545,,,,,,,,,,,,1.136694783,,,,,,,,,,,,,,,,,,nosthush,nosh,,,,,,,,,,,,,,,,,,,,,,,,,,
581379,west,4,shai diego hope,"november 10, 1993, barbados",30y 223d,right hand bat,wicketkeeper batter,-51.05,4,80.19675,162.19556,7,-38.02382079,-26.43068238,4,42.23165,-10.27489696,2,,,,-30.69178507,4,,wicketkeeper,,,,,,,,,,,,,,,,,,,,245.72352,7,-59.16085522,,,,,,,,,-3.910109972,1,,,,,,,,,,,,,,,,,,,,queens college & st. bede’s school,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906783,west,4,obed  christopher mccoy,4-Jan-97,27y 168d,left hand bat,bowler,,5,,,4,,-20.64042834,17,,-28.51593967,15,,,,-5.087551189,3,,,,,,,,,,,,,,,,,,,,left arm fast medium,,,,,,-6.344044168,-49.19501861,1.933939167,,,,,,,,,1.986044439,0.476796606,-17.80698281,2.065619892,,,,,,,,,,,,,,,,,,,-13.15641026,,,,,,,,,,,,,,,,,,,,,,,
974087,afghanistan,40,rahmanullah gurbaz,28-Nov-01,22y 205d,right hand bat,wicketkeeper batter,-73.30486524,17,486.727885,191.162908,10,-43.38096435,-123.1306954,17,313.16028,-36.22427892,8,-11.60035945,3,138.42532,-36.82599223,7,247.55918,wicketkeeper,,,,,,,,,,,,,,,,,,,272.358255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
